Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
9553,ABAC,3RD,1192115357013725184,1191790504075255809,1192107253119279105,,PERCEIVED
9554,ABC,3RD,1187446738874974209,1187422685996994560,1187423045540970497,,PERCEIVED
9555,ABAC,1ST,1201214808558690304,1201209889336377345,1201211195119636480,1201209221276192768,INTENDED
9556,ABAC,3RD,1193153046920015872,1193126615829626880,1193152790299893761,,PERCEIVED
9557,ABAB,1ST,1189854587399942145,1189851742877487104,1189854408277925891,1189849689551777797,INTENDED
9558,ABAC,1ST,1201972336024412161,1201966867763609600,1201971672355614721,1201926168540336133,INTENDED
9559,ABAC,1ST,1194352358089641984,1194341809192865793,1194341972825165824,1194341616959528960,INTENDED
9560,AB,2ND,1194566079122739200,1194404951839182854,,,PERCEIVED
9561,AB,2ND,1200670229602299904,1200645417576337408,,,PERCEIVED
9562,ABAC,1ST,1191464624954040321,1191382996525309952,1191461804435750912,1191150575251083264,INTENDED
9563,ABAC,1ST,1195017681809879041,1195015654434312192,1195015886748442630,1195013835519877120,INTENDED
9564,ABA,1ST,1188841015656009736,1188838631705923584,1188839273799323648,,INTENDED
9565,ABABCD,1ST,1195095639572598784,1195084162690101248,1195091909007618052,1195081205592526848,INTENDED
9566,ABCAD,1ST,1189216099704938502,1188493296936595456,,1188493055453618176,INTENDED
9567,ABA,1ST,1202267139585069058,1202013250797342722,1202267020487745536,,INTENDED
9568,ABAB,1ST,1192094037370523648,1192080111471775745,1192091073494974464,1192067434632531969,INTENDED
9569,ABCA,3RD,1201603589640196106,1201602861068685313,1201603440402739207,1201602174486286338,PERCEIVED
9570,AA,1ST,1186415984929845248,1186415381776388096,,,INTENDED
9571,ABABC,1ST,1202771424060100608,1202770469449060352,1202771019116752899,1202769372529467393,INTENDED
9572,ABA,2ND,1192282033315123200,1192280855022129152,,1192279057959751681,PERCEIVED
9573,ABAB,1ST,1195823972442681344,1195820170968780800,1195823805039546369,1195798371384074241,INTENDED
9574,ABAC,1ST,1202615424187133952,1202613155177750528,1202614851752910850,1202607846359228416,INTENDED
9575,AAB,1ST,1196198038605307904,1196197687990915074,,1196197285014716423,INTENDED
9576,ABACBCCCCCBDE,1ST,1187059745703845888,1187044230746824707,1187059463766888448,1185082420044935169,INTENDED
9577,ABAB,1ST,1202608881270059008,1202608047509524480,1202608610104266752,1202601069974564869,INTENDED
9578,ABA,1ST,1191726046539853826,1191675292433166337,1191693099489255426,,INTENDED
9579,AB,2ND,1202869065594703872,1202863399308152833,,,PERCEIVED
9580,ABC,3RD,1192536782086320129,1192430385831043073,1192431479801962504,,PERCEIVED
9581,ABA,2ND,1193275249170821122,1193275135001628674,,1193267278353223680,PERCEIVED
9582,AAB,1ST,1192785511032733696,1192785509791260673,,1192461431616110593,INTENDED
9583,ABABCD,1ST,1189553461702078464,1189539378474954753,1189540212558438401,1189528882724163584,INTENDED
9584,ABAC,1ST,1200786183208357888,1200662217391165447,1200784037150953472,1200512990514229248,INTENDED
9585,ABA,1ST,1199733478721490950,1199504893259722756,1199733021370273792,,INTENDED
9586,ABACD,1ST,1194969213544357891,1194961222027886594,1194962134465167365,1194899737524260865,INTENDED
9587,ABACDE,1ST,1189712259615842304,1189614074809597953,1189702780145016837,1189574968033632256,INTENDED
9588,ABAB,1ST,1199942316464590849,1199924093652353024,1199925765782962177,1199914749556744192,INTENDED
9589,ABA,2ND,1195794798097113088,1195794474414354434,,1195791456235065344,PERCEIVED
9590,AABC,1ST,1190669362933436418,1190639836115460096,,1190625377191890944,INTENDED
9591,ABA,1ST,1190346992859435008,1190346317333180416,1190346861682528256,,INTENDED
9592,ABAB,1ST,1197303790933688320,1197302442884362242,1197303067831603200,1197301854176251905,INTENDED
9593,ABAC,1ST,1189964842758656000,1189962577800904705,1189964712324345856,1189962246778175490,INTENDED
9594,ABAC,1ST,1192172846430269440,1192118308415426561,1192144570865397761,1192107424838115328,INTENDED
9595,ABA,2ND,1194643563948257285,1194643157071400961,,1194435576218431488,PERCEIVED
9596,ABAB,1ST,1196369530701770753,1196257218888208384,1196355637308985345,1196230248481918976,INTENDED
9597,ABA,1ST,1192536546722951178,1192505887811874817,1192520999448788994,,INTENDED
9598,ABACDEFG,1ST,1193470969895100417,1193333888447373314,1193461696070856704,1193323167961366528,INTENDED
9599,AB,2ND,1189705299994779648,1189620849776705536,,,PERCEIVED
9600,ABAC,1ST,1188003169416011781,1187969600924737536,1187999219778572288,1187966589838086146,INTENDED
9601,ABA,1ST,1186734445447004162,1186732989683769352,1186734123899117569,,INTENDED
9602,ABA,2ND,1188510811733540869,1188509485855367168,,1188505883300585472,PERCEIVED
9603,ABACBDE,1ST,1194126636393934848,1194122447097778177,1194122711976439809,1194077095305105408,INTENDED
9604,ABABC,3RD,1193685463242100736,1193679562024071169,,,PERCEIVED
9605,ABAC,1ST,1186262401219317760,1186010929051291649,1186052867624333312,1186004023071170561,INTENDED
9606,AAB,1ST,1193961888448692224,1193961267653943296,,1193960668782845958,INTENDED
9607,ABAC,1ST,1189140219330732032,1189015261078282252,1189140082550362113,1188976673997381632,INTENDED
9608,ABA,2ND,1196469163516141568,1196468737051889665,,1196467174459813888,PERCEIVED
9609,AB,2ND,1199361599972282368,1199361253002620930,,,PERCEIVED
9610,ABAC,1ST,1190160885811040256,1190159768997912583,1190160664347566085,1190157848279310336,INTENDED
9611,ABA,2ND,1197197551914500102,1197197452262170624,,1197196916708102144,PERCEIVED
9612,ABACD,1ST,1185633671186931718,1185630444223635460,1185631960963502080,1185630345737232384,INTENDED
9613,ABABCDCE,1ST,1189656611792588802,1189652576830140417,1189655184026349568,1189516529731330048,INTENDED
9614,AB,2ND,1191562250500182016,1152511003562848256,,,PERCEIVED
9615,ABA,1ST,1194023610299478017,1194018389943042052,1194019913507233792,,INTENDED
9616,ABABC,1ST,1188428613374369792,1188228393537605632,1188229824306909185,1188081591622557696,INTENDED
9617,ABACD,1ST,1195056571904122881,1195054853661372416,1195056327103590401,1089196913214308353,INTENDED
9618,ABA,1ST,1202594942691901441,1202468239495720961,1202568026484363264,,INTENDED
9619,AB,2ND,1196613514640547840,1196474507059437574,,,PERCEIVED
9620,ABAB,1ST,1199550315420430338,1199201504617541632,1199480312486670336,1198941849869856769,INTENDED
9621,AB,2ND,1196233205973684225,1196231539392208901,,,PERCEIVED
9622,AB,2ND,1190395677165047811,1190327798860267520,,,PERCEIVED
9623,ABCA,1ST,1197005716801933312,1196658223765499904,,,INTENDED
9624,ABBAC,1ST,1187577709284777984,379051204220682240,,379050677370355712,INTENDED
9625,ABCACBDEFDGHI,1ST,1186287372469755905,1186116520138682370,,1186085073885585409,INTENDED
9626,ABAC,1ST,1186447805893603328,1186442427592167424,1186446058798354432,1186442040743215105,INTENDED
9627,AB,2ND,1194413478221471744,1194329195075080192,,,PERCEIVED
9628,ABA,1ST,1190691416290287617,1190688762340216832,1190689920035250177,,INTENDED
9629,AB,2ND,1188513532704444417,1188489412415500290,,,PERCEIVED
9630,ABAB,1ST,1190029004180480010,1190021597857538054,1190025613211512832,1190011603942395904,INTENDED
9631,ABAC,1ST,1197824631492763648,1197669404403814402,1197685601048371200,1197638201990512640,INTENDED
9632,ABCBCBCCBA,1ST,1187830441199443969,1187743675209670656,,,INTENDED
9633,ABA,1ST,1190421868739792902,1190417414535753735,1190420511899172865,,INTENDED
9634,ABAC,1ST,1202030410223325185,1202026490428149760,1202030254140928001,1201954190823526400,INTENDED
9635,AA,1ST,1186130516002500609,1186098640063873024,,,INTENDED
9636,ABA,1ST,1202730238662397953,1202585362440302595,1202728935194275840,,INTENDED
9637,ABAC,1ST,1192620449995382789,1192599906197872640,1192619772829208576,1192445009708113920,INTENDED
9638,ABAC,1ST,1193921830001762305,1193906132986875905,1193906622634110977,1193904774854270976,INTENDED
9639,ABA,1ST,1190819364628549632,1190706968891215872,1190818595166552065,,INTENDED
9640,ABAC,1ST,1192202859841851392,1192149781012811777,1192202549354516482,1192110241342734337,INTENDED
9641,ABAC,1ST,1201526359115386887,1201524815250821122,1201525960279035905,1201520236698062849,INTENDED
9642,ABAC,1ST,1193207842922278912,1193205603038121984,1193207723875287051,1193061303893610496,INTENDED
9643,ABC,3RD,1193987071297368065,1193974436866584576,1193974577858252800,,PERCEIVED
9644,ABA,1ST,1193253423182860288,1193252338061828097,1193253205355794433,,INTENDED
9645,ABAC,1ST,1193662999929729026,1193661105928855553,1193662194719903745,1193571468766056448,INTENDED
9646,ABAC,1ST,1192679378578288640,1192581438627074048,1192612332662403072,1192523566383878145,INTENDED
9647,ABAA,2ND,1187759890116296705,1187649743935201280,,1187619457407082498,PERCEIVED
9648,ABAB,1ST,1187814930180907008,1187788764430721024,1187811578252529669,1187548589674975233,INTENDED
9649,ABAAAAAAAAAAAAA,2ND,1201579787384500224,1201510957131993088,,1201510021550329857,PERCEIVED
9650,ABA,2ND,1187819543336542208,1187817457521700865,,1187815751991857152,PERCEIVED
9651,ABACD,1ST,1186998141872214017,1186983857444347904,1186990049554042880,1186970114416996353,INTENDED
9652,ABACD,1ST,1193636583217516545,1193627013510258695,1193635937424723969,1193618089461583872,INTENDED
9653,ABAC,1ST,1202312652304920578,1202282092878606338,1202309798760517633,1202008162997538817,INTENDED
9654,ABC,3RD,1196212627560493056,1196211395034923008,1196211678280634374,,PERCEIVED
9655,ABAB,1ST,1194450132437217280,1194449007826763776,1194449249397805057,1193920286040743937,INTENDED
9656,ABC,3RD,1190679169635618816,1190672083208036353,1190674190011002881,,PERCEIVED
9657,ABAB,1ST,1197132279182696457,1197126552473001987,1197132033199394827,1197025414469865473,INTENDED
9658,ABC,3RD,1202047243538305024,1201975346242957314,1202006070438199298,,PERCEIVED
9659,ABAC,1ST,1191069317057650689,1191061751460175874,1191069147762806786,1191061631481958400,INTENDED
9660,AB,2ND,1186807214595563520,1186805859919319040,,,PERCEIVED
9661,ABC,3RD,1197173639273156609,1196765315365056512,1196788490652049410,,PERCEIVED
9662,ABABC,1ST,1194652217732673536,1194640004422815744,1194646207202766849,1194282294263058434,INTENDED
9663,AA,1ST,1193659885365420032,1193654116167409666,,,INTENDED
9664,ABAC,1ST,1194974662867980288,1194967693591556097,1194974249427066880,1194954104847716352,INTENDED
9665,ABAC,1ST,1189948934287958019,1189774779194187781,1189948608772104194,1189514111664697344,INTENDED
9666,AB,2ND,1199230707681202176,1199213834692509698,,,PERCEIVED
9667,ABCADE,1ST,1195002091300904961,1195000932280537088,,1194735740086824971,INTENDED
9668,ABAC,3RD,1187281282012725249,1187265998702796800,1187280060279087104,,PERCEIVED
9669,ABA,2ND,1201247413245284357,1201247134642688000,,1201244505682436107,PERCEIVED
9670,ABABCBD,1ST,1202286386470105093,1202284205297852421,1202285284194496513,1202246095222562817,INTENDED
9671,AAB,1ST,1187767973492211713,1187767743115866112,,1187765774754238465,INTENDED
9672,AA,1ST,1194332098586435587,1194330947921035265,,,INTENDED
9673,ABAC,1ST,1197372271188307968,1197366489432514561,1197367248442265602,1197366093821759488,INTENDED
9674,AA,1ST,1191056060049698817,1191052685564362755,,,INTENDED
9675,ABA,2ND,1199702303516827648,1199701848426459136,,1199701058429374471,PERCEIVED
9676,ABC,3RD,1192764859538190336,1192477255114657793,1192477880992686080,,PERCEIVED
9677,ABAC,1ST,1197003339134853120,1197001524729335808,1197002779660898305,1196846467304038409,INTENDED
9678,AB,2ND,1195746191264247808,1195553801668829185,,,PERCEIVED
9679,ABAB,1ST,1197438612851298304,1197423574593744896,1197426391022817281,1197406913396379648,INTENDED
9680,ABABC,1ST,1189682879246340098,1189682175987326977,1189682421400297472,1189681615192150017,INTENDED
9681,ABACD,1ST,1195946809153208320,1195859698634887169,1195865384286597121,1195827983166124032,INTENDED
9682,AB,2ND,1201537729118425090,1201509978512723969,,,PERCEIVED
9683,AB,2ND,1187612345989775361,1187248570124132352,,,PERCEIVED
9684,ABCBA,3RD,1192579767196798976,1192577885456019462,1192579644073160704,1192577396895080449,PERCEIVED
9685,ABAC,1ST,1190636760855982080,1190275441967292420,1190505039296638976,1190183473086119941,INTENDED
9686,AABC,1ST,1196283655364083713,1196204863631183872,,1196112146679119873,INTENDED
9687,ABAC,1ST,1193911136757993474,1193908942386159619,1193910934177230848,1193908557940482048,INTENDED
9688,AB,2ND,1192643814592274432,1192569240919904257,,,PERCEIVED
9689,AB,2ND,1199277262962675712,1199205524111339520,,,PERCEIVED
9690,ABAB,1ST,1192613867739918336,1192613396996337679,1192613610788253696,1192611692108103681,INTENDED
9691,ABAC,1ST,1189443090349576192,1189436799694721026,1189438345492873216,1189336639144972288,INTENDED
9692,AB,2ND,1197390267764088832,1197217550360293377,,,PERCEIVED
9693,AB,2ND,1199735443836657664,1199729097750003712,,,PERCEIVED
9694,AB,2ND,1199457234218078216,1199453888312750082,,,PERCEIVED
9695,ABABCD,1ST,1198710177249341440,1198604920322232320,1198681253609910272,1198382587556835330,INTENDED
9696,ABAC,1ST,1194639043859894272,1194618710599712769,1194636603513176064,1194612939019431936,INTENDED
9697,ABA,1ST,1193754529667399680,1193751116007329794,1193753005054681088,,INTENDED
9698,AB,2ND,1185640228964442113,1185523296349179905,,,PERCEIVED
9699,ABACDEDEF,1ST,1197738673141420038,1195443781857886209,1197731909381562369,1195386182856794112,INTENDED
9700,ABACD,1ST,1199562789351759872,1199539240645910528,1199562625979256832,1199493359502422018,INTENDED
9701,ABC,3RD,1201615453187182592,1201226907762737154,1201301137657409536,,PERCEIVED
9702,ABAB,1ST,1196565147520815104,1196563390510051328,1196564779470610437,1196478500867317761,INTENDED
9703,AAB,1ST,1195165111637413888,1195106961081225216,,1195106076460404742,INTENDED
9704,ABA,1ST,1200040176145354754,1199811354372329481,1199975935535206401,,INTENDED
9705,ABABC,1ST,1187444804872998913,1187440036423372801,1187442522408325120,1187436801402781697,INTENDED
9706,ABA,2ND,1200458184470732800,1200456997163929600,,1197138045260193792,PERCEIVED
9707,ABAC,1ST,1192460841360035841,1192340926737219586,1192343208090583041,1191910469990260742,INTENDED
9708,AB,2ND,1191935280061845506,1191918695288725504,,,PERCEIVED
9709,ABCA,3RD,1201991776539688960,1201980311577546753,1201989171860189186,1201855713359908864,PERCEIVED
9710,ABAC,1ST,1201901704217845761,1201804792265396224,1201896803484020736,1201800566495752192,INTENDED
9711,ABAB,1ST,1200029567982931968,1200028898387513347,1200029375686537216,1200028226275250177,INTENDED
9712,ABA,1ST,1196079548321931265,1196078911890903040,1196079074105528320,,INTENDED
9713,ABACDEF,1ST,1192910704501809160,1192621549234380800,1192904181046218752,1192604950624428032,INTENDED
9714,AB,2ND,1196649428276391938,1196618320658784257,,,PERCEIVED
9715,AB,2ND,1196149745145638913,1196148032200417281,,,PERCEIVED
9716,ABABCDCD,1ST,1201326943888560129,1201325340955561985,1201325451811180547,1201324109063438337,INTENDED
9717,ABAC,1ST,1193791080757489665,1193603676822048768,1193789142267650048,1192687854293377025,INTENDED
9718,AAB,1ST,1192867724474621952,1192867106896908290,,1192610604986425344,INTENDED
9719,ABC,3RD,1187089395482025988,1186775707822653440,1187086803590729729,,PERCEIVED
9720,ABA,1ST,1201252713805287425,1201251209883136000,1201252624340791297,,INTENDED
9721,ABACD,1ST,1201307071905484800,1201292331728670720,1201295799294013440,1201290237005238272,INTENDED
9722,ABC,3RD,1188340226617499648,1188322807844880385,1188338877892845568,,PERCEIVED
9723,ABA,2ND,1188847890598432774,1188844458718027776,,1188843785498660864,PERCEIVED
9724,ABAB,1ST,1198142786286915584,1198136009998782465,1198139213645938688,1198134947204100096,INTENDED
9725,ABAB,1ST,1197970823602147329,1197832202945474560,1197859914993020928,1197786001567031296,INTENDED
9726,ABAB,1ST,1197009013721960450,1197003183643660288,1197008929273700352,1197002363799654400,INTENDED
9727,ABC,3RD,1187702576394858496,1187697410677661696,1187701856581177350,,PERCEIVED
9728,ABA,2ND,1186761799040929794,1186761422132396033,,1186746836243099648,PERCEIVED
9729,ABC,3RD,1187677110384713728,1187056709971390464,1187388575039606786,,PERCEIVED
9730,ABC,3RD,1202403816840155136,1202046377309560832,1202349303508791296,,PERCEIVED
9731,ABABC,3RD,1189646979032371202,1189603772458127360,,,PERCEIVED
9732,ABC,3RD,1190575492258250752,1190337258773254145,1190495524887126018,,PERCEIVED
9733,ABAC,1ST,1193163502388727808,1193141769891930113,1193163105284571136,1192475592513466371,INTENDED
9734,ABAC,1ST,1196143159123812352,1196142245201747970,1196142915032174592,1196142111344746497,INTENDED
9735,ABAC,1ST,1199663117506101249,1199659182183583744,1199660016602664961,1199410468961574913,INTENDED
9736,ABAB,1ST,1194353986947571713,1194352991882465280,1194353698908069889,1194350078514909187,INTENDED
9737,ABACD,1ST,1201114305674072068,1200028596087271426,1201113640616808448,1200005218131435521,INTENDED
9738,ABC,3RD,1202616306773704706,1202514167590215680,1202567037350031361,,PERCEIVED
9739,ABACDE,1ST,1198943683527229445,1198858694408179712,1198939952215724033,1198721240233644037,INTENDED
9740,ABAB,1ST,1201915188049350656,1201896371143372800,1201900138853220352,1201893224572444673,INTENDED
9741,AB,2ND,1197327599061676033,1197326802370338816,,,PERCEIVED
9742,ABAC,1ST,1200713865153142784,1197324070322196480,1198358080922292225,1197292568872026113,INTENDED
9743,ABA,1ST,1196152609276477441,1196150574594457600,1196152401281126401,,INTENDED
9744,ABAB,1ST,1192152569637998593,1192149270767570946,1192149524371976193,1192148003022356480,INTENDED
9745,ABAB,1ST,1201665405934133249,1201657089908563969,1201664176969715713,1201655765787910145,INTENDED
9746,ABAB,1ST,1186450585471438848,1186449942618857472,1186450263151992833,1186241952230064128,INTENDED
9747,ABA,1ST,1193060318672375811,1193057639850053632,1193059919341203457,,INTENDED
9748,ABABCC,1ST,1199118717956714496,1199025474133012481,1199117692608876544,1199021858110279680,INTENDED
9749,ABA,2ND,1193860960378703873,1193858824391708672,,1193858626143715329,PERCEIVED
9750,ABACD,1ST,1194970276234022914,1194968783347048448,1194970068595232768,1194760348756262914,INTENDED
9751,ABBA,1ST,1191916117532524545,1191908692188418048,,,INTENDED
9752,ABC,3RD,1202274210103476225,1201950425668304897,1202265661285683200,,PERCEIVED
9753,AAB,1ST,1192695418179575808,1192682118880477184,,1192680923206057990,INTENDED
9754,AAB,1ST,1195341773347926016,1195341599829610497,,1195218467848413185,INTENDED
9755,AA,1ST,1198292134941593601,1198291986882666496,,,INTENDED
9756,AB,2ND,1191330170356920320,1191262726321930240,,,PERCEIVED
9757,ABAC,1ST,1195431321885184000,1195426864925466625,1195429062983987203,1195417457252397059,INTENDED
9758,ABAC,1ST,1196726644993605632,1196542312798658562,1196713026709311488,1196541208383967232,INTENDED
9759,ABCBADD,1ST,1200837003232862212,1200795135023493127,,1200780312365715457,INTENDED
9760,ABAC,1ST,1187492496949108737,1187205624561569793,1187492038167556096,1187204732349222918,INTENDED
9761,AA,1ST,1202570542626172928,1202570120054231041,,,INTENDED
9762,AB,2ND,1196859183682990080,1196838686593183744,,,PERCEIVED
9763,AA,1ST,1186686420162793472,1186686333651050496,,,INTENDED
9764,ABACDC,1ST,1197611655095558147,1197576129617547265,1197586291430481920,1197573473884766208,INTENDED
9765,ABAC,1ST,1193576283294355458,1175873324406251521,1193566203299672064,1175770419741245441,INTENDED
9766,ABAC,1ST,1188908224554131456,1188902120084389889,1188904198953324544,1188900766460862471,INTENDED
9767,ABC,3RD,1202366931724054528,1202360813077569536,1202366480647704576,,PERCEIVED
9768,AAB,1ST,1199150636874575873,1199150174926454785,,1199148703384252416,INTENDED
9769,AB,2ND,1192173215008903173,1192128734901526528,,,PERCEIVED
9770,ABCB,3RD,1201866157822623744,1201862118196183040,1201862439660183553,1201746853596778496,PERCEIVED
9771,ABA,1ST,1202586680193978369,1202526612983443456,1202551335956013056,,INTENDED
9772,ABAC,1ST,1199101671395266560,1199070933060902917,1199095242474934272,1199070273405964289,INTENDED
9773,ABABC,1ST,1198330502563979264,1198311508599607296,1198329693168164865,1198287443205771267,INTENDED
9774,ABAB,1ST,1188928935540776960,1188927479500754944,1188928288552558595,1188925352451686401,INTENDED
9775,AAB,1ST,1191387865567158272,1191357410121789446,,1165714767710969856,INTENDED
9776,ABAC,1ST,1189153059273789440,1189030353089880074,1189074196648869888,1189028670037463040,INTENDED
9777,ABABC,1ST,1197227861645627395,1197226191570264064,1197227385856372737,1197220986703233031,INTENDED
9778,ABBAC,1ST,1189873856623677441,1189872703143997440,,1189863348902383616,INTENDED
9779,ABAB,1ST,1186441439628144640,1186418456998088704,1186436349257244672,1186332739043246083,INTENDED
9780,ABACBCD,1ST,1196065365480103938,1195941150114406400,1196032711669927936,1195481071506182144,INTENDED
9781,AB,2ND,1197524888866689034,1197505498850967552,,,PERCEIVED
9782,ABCBADE,1ST,1196457597743841285,1196414153868693504,,1196387712917368832,INTENDED
9783,ABABC,1ST,1198308572473507840,1198307616675520512,1198308371276931073,1198263803437293568,INTENDED
9784,AA,1ST,1201137367966310400,1201091035805278208,,,INTENDED
9785,ABAC,1ST,1186000298717990913,1185773926955270144,1185960791230636032,1185754436322447360,INTENDED
9786,AB,2ND,1199668733414916096,1199482909759021058,,,PERCEIVED
9787,ABAC,1ST,1196147958884032512,1196142663575179265,1196144418631421953,1196142496708882432,INTENDED
9788,AB,2ND,1185626528299802624,1185626023464845312,,,PERCEIVED
9789,ABAC,1ST,1191746781673086982,1191370104128376837,1191736192016027654,1191221124056653824,INTENDED
9790,ABABC,1ST,1197652547349155840,1197642773991710720,1197645372824444929,1197630017343238155,INTENDED
9791,ABAC,1ST,1186080244362551296,1186068593219440640,1186079499538046976,1186068094151745538,INTENDED
9792,ABA,1ST,1197407724553854976,1197310123296874498,1197403708352389120,,INTENDED
9793,ABAC,1ST,1199429768049025026,1199285916562599937,1199311615562321923,1199245289804173312,INTENDED
9794,ABABC,1ST,1191926862299238402,1191913108496715776,1191920293897371649,1191907978548412416,INTENDED
9795,ABACDE,1ST,1198607955970662400,1197318007057461248,1198551498151649280,1197280518854852609,INTENDED
9796,AB,2ND,1200174996779347968,1200171108038823936,,,PERCEIVED
9797,AB,2ND,1194071861308600320,1194071613463056384,,,PERCEIVED
9798,ABAB,1ST,1191284312055910400,1191279941847015424,1191281126859591681,1191278657203056640,INTENDED
9799,AAB,1ST,1193957338086027271,1193830253619220480,,1193815629737775104,INTENDED
9800,ABACDE,1ST,1201733698523000833,1201705949720797185,1201721039757033473,1201667478994046977,INTENDED
9801,ABCBADE,1ST,1186250163741843458,1185960595108950016,,1185421587903700993,INTENDED
9802,AA,1ST,1199759144489832453,1199738901516242949,,,INTENDED
9803,ABAC,1ST,1198045009439842304,1198040110400495619,1198044726282207232,1197879582348763136,INTENDED
9804,ABC,3RD,1198155950974210048,1197886877119995904,1198137981137248261,,PERCEIVED
9805,AB,2ND,1187833848555593729,1187570173349371905,,,PERCEIVED
9806,AB,2ND,1194664235302817792,1194643705551941632,,,PERCEIVED
9807,ABAB,1ST,1201715782427631616,1201715204532260870,1201715428155785216,1201713330299101184,INTENDED
9808,ABACBCBCBCBDEF,1ST,1202366244986466306,1202362796194910210,1202363096049733633,1202278178229805058,INTENDED
9809,ABCBA,3RD,1199845905907761152,1199843441594814465,1199844678989942784,1199423113446002688,PERCEIVED
9810,AB,2ND,1196460966554288128,1196458530171015168,,,PERCEIVED
9811,ABAC,1ST,1187939560921206785,1187905887115108353,1187932053079281671,1187905715492605953,INTENDED
9812,AAB,1ST,1200897595515850759,1200897496878342145,,1200892798825832448,INTENDED
9813,AB,2ND,1187851827489857536,1187531360006627328,,,PERCEIVED
9814,ABAC,1ST,1196273528770830336,1196272682897149952,1196273045758808064,1196272189667856384,INTENDED
9815,ABAC,1ST,1188780944137830401,1188756454704123906,1188779182576287744,1188579809531707392,INTENDED
9816,ABABCB,1ST,1196453945285185536,1196453627164024833,1196453786010697728,1196453009615654912,INTENDED
9817,ABA,1ST,1190678425100525568,1190674301046968322,1190676519296745472,,INTENDED
9818,ABAB,1ST,1202577407624056833,1202572506797879296,1202575905350176771,1202560181860814849,INTENDED
9819,ABACD,1ST,1192535608700235776,1192509221784276992,1192524145025699845,1192485550655180805,INTENDED
9820,ABAC,1ST,1192427667322216451,1192419613256175616,1192424409329483776,1192270913976193024,INTENDED
9821,ABC,3RD,1194748776201752577,1194735212581838849,1194735844990554113,,PERCEIVED
9822,ABCBA,3RD,1185666244722098176,1185591818400010242,1185663207341527040,1182408250433720320,PERCEIVED
9823,AB,2ND,1186827941600284674,1186827412514004994,,,PERCEIVED
9824,ABACBDE,1ST,1196083740121993223,1196063920827572224,1196077666807558144,1195746354565390336,INTENDED
9825,ABAC,3RD,1190958806789951490,1190943197796687874,1190958147600633857,,PERCEIVED
9826,AB,2ND,1191970590690873347,1191948918348767233,,,PERCEIVED
9827,ABACD,1ST,1196517273164365824,1196504227473850368,1196513272356364288,1196477883457376258,INTENDED
9828,ABA,1ST,1194931254791229445,1194906051432374272,1194926820346470402,,INTENDED
9829,ABA,1ST,1190346256801050624,1190345395941134336,1190345900243206146,,INTENDED
9830,ABAC,1ST,1194629268099092482,1194617349573349376,1194629151241588739,1194616480970760194,INTENDED
9831,ABAC,1ST,1195451698690633734,1195418305911279616,1195443948329803777,1195415794903113732,INTENDED
9832,ABC,3RD,1202156832099315712,1202000636696379392,1202006661012971520,,PERCEIVED
9833,ABAC,1ST,1190698158386532362,1190692354308608000,1190695787744956417,1190691506706931713,INTENDED
9834,ABABCD,1ST,1197332034944929793,1197326654495838208,1197328125127987200,1197323208267051010,INTENDED
9835,ABCB,3RD,1193900318221836290,1193898206935035905,1193898465857867778,1193894345801437184,PERCEIVED
9836,ABACDC,1ST,1191481468922605568,1191478890633543680,1191481030542270464,1191478076565311489,INTENDED
9837,AABC,1ST,1195721778083049472,1195531937651331072,,1195420554972553216,INTENDED
9838,ABA,1ST,1199533059718176770,1199373683023925248,1199511869695971333,,INTENDED
9839,ABACBB,1ST,1194073558177243136,1194069921359126528,1194073387485847553,1194069511185588224,INTENDED
9840,ABAC,1ST,1188107332535734272,1188032824844013568,1188048315339796480,1188027042878480385,INTENDED
9841,ABA,1ST,1191313129013174272,1191092881521545224,1191206889054445568,,INTENDED
9842,ABA,1ST,1196210594984189952,1196209073815015424,1196210337059680257,,INTENDED
9843,ABA,1ST,1188987731277422592,1188985752740339722,1188986355981918213,,INTENDED
9844,ABAB,1ST,1194050646686613504,1193713377219973120,1193794797435121664,1193701072625270784,INTENDED
9845,ABBAB,1ST,1202798899225862144,1202798529795776513,,1202791830817034242,INTENDED
9846,ABCB,3RD,1191559709452591104,1191470859850067973,1191472580634595330,1191403518256648196,PERCEIVED
9847,ABACBDE,1ST,1195028517299392512,1195026989511516160,1195028337871208449,1195026593984339968,INTENDED
9848,AB,2ND,1188481325159895040,1188476224512970753,,,PERCEIVED
9849,ABABCBDED,1ST,1194226160189759488,1194222583576776706,1194222836312952834,1194221995308793857,INTENDED
9850,AB,2ND,1195549433502617600,1195538817639469056,,,PERCEIVED
9851,AB,2ND,1194060643541946371,1194059020572774403,,,PERCEIVED
9852,ABAB,1ST,1200379197430083584,1200378253900439552,1200378534650363904,1200373919993278465,INTENDED
9853,ABABC,1ST,1190196403399729152,1190194058909626374,1190196098880753669,1190193354816008192,INTENDED
9854,ABAC,1ST,1187912354861912065,1187911165218873344,1187911925557940225,1187904352058597376,INTENDED
9855,ABC,3RD,1197522194554863618,1067925092783583234,1068074840513568768,,PERCEIVED
9856,ABC,3RD,1196293134390616064,1196189957444030464,1196290580730589185,,PERCEIVED
9857,AB,2ND,1193191511116173312,1193166481804136448,,,PERCEIVED
9858,ABCA,3RD,1190344924128063494,1190335568372043776,1190337795945984000,1190318906591731712,PERCEIVED
9859,ABC,3RD,1195261546693308418,1195138661639229440,1195192265855111168,,PERCEIVED
